DRG Definition,Provider State, Average Covered Charges ,Average Medicare Payments
314 - ABDOMINAL PAIN,OH,28729.385581993687,9753.546422499014
315 - HEADACHE,AL,44886.58911929934,6341.789472513469
313 - CHEST PAIN,VA,42704.29715537132,4147.78319467208
314 - ABDOMINAL PAIN,OK,44725.17648319236,4978.280891358601
317 - BACK PAIN,CA,46492.196095719824,5087.373619250318
314 - ABDOMINAL PAIN,LA,9703.75495440624,13112.339330673138
314 - ABDOMINAL PAIN,CA,10793.624129407088,6411.836243739497
314 - ABDOMINAL PAIN,VT,30065.306284090788,11576.300806977084
314 - ABDOMINAL PAIN,NE,45228.77007909932,9814.06495607167
315 - HEADACHE,CA,48845.72554358138,14724.465043397304
313 - CHEST PAIN,AL,7081.786280299998,6273.872026562427
316 - FEVER,DE,21009.833789029704,4900.476246350403
314 - ABDOMINAL PAIN,NM,14580.241459699706,3624.4540523347246
317 - BACK PAIN,CA,39018.46320190616,5891.5159473753665
314 - ABDOMINAL PAIN,GA,33808.72408416644,11208.850636984711
317 - BACK PAIN,OR,10394.961416773043,4023.0986956423276
315 - HEADACHE,FL,26758.493031423717,5936.4221417959025
317 - BACK PAIN,MO,35844.82350670811,13263.700418208144
316 - FEVER,MD,40055.242726581695,9995.435392374242
313 - CHEST PAIN,PA,5902.371940280384,3834.2584830383457
317 - BACK PAIN,CA,45071.13082927504,3572.1977309971594
317 - BACK PAIN,VT,30617.6622327736,3733.4745039092027
313 - CHEST PAIN,NV,41535.91017319571,14302.500601767033
316 - FEVER,NC,41357.211350642756,13198.457142732655
314 - ABDOMINAL PAIN,IA,13543.369712193611,13139.280504225297
317 - BACK PAIN,ME,9957.745411413489,14090.60114692255
313 - CHEST PAIN,NH,37457.9271038222,9063.064683010924
315 - HEADACHE,NJ,12039.211346972857,5968.136053720128
313 - CHEST PAIN,KY,43247.18711321257,7816.176050862217
315 - HEADACHE,OR,37678.52677379473,11626.36887460573
316 - FEVER,WI,42882.14139643682,13512.394458255181
314 - ABDOMINAL PAIN,NY,18455.570582420572,8221.091120394292
313 - CHEST PAIN,CA,19246.912718475607,9424.571464584735
317 - BACK PAIN,RI,35204.970035584294,14181.395919315039
316 - FEVER,LA,6415.0679776526395,4289.983645313149
313 - CHEST PAIN,SD,37692.35358518402,13347.590603689487
317 - BACK PAIN,WY,42610.23818845706,4911.6897870232315
313 - CHEST PAIN,WV,23682.361397184683,8806.336203487444
315 - HEADACHE,NE,39419.54735398109,5621.077543956715
313 - CHEST PAIN,WY,12857.491264201788,10235.37156828725
313 - CHEST PAIN,SD,19501.717721876812,9702.881060499192
313 - CHEST PAIN,TX,48843.72333997148,7560.088370889022
316 - FEVER,CA,49384.76781020568,13359.642178141492
313 - CHEST PAIN,NM,28067.22738597146,10917.759843456719
317 - BACK PAIN,NM,47042.14061587446,11654.461499543324
315 - HEADACHE,MN,28522.880512558455,4807.916858492023
315 - HEADACHE,ID,18121.465767252077,13597.988135707412
313 - CHEST PAIN,AK,17010.46796444473,5004.481963440221
316 - FEVER,VA,46827.75674156669,5673.4195705195225
316 - FEVER,IL,12760.087503823659,4536.661661962566
317 - BACK PAIN,NM,31083.46061908182,8284.310495625787
313 - CHEST PAIN,PA,29998.628062822383,13652.510781027717
315 - HEADACHE,ME,38282.97580938477,6029.370235318314
316 - FEVER,NE,27465.930838614862,7485.041045075439
313 - CHEST PAIN,DE,17252.85473186604,13152.797040905063
316 - FEVER,AL,12622.842483421035,10413.78335710667
316 - FEVER,NE,32936.84615776513,12019.396723755322
315 - HEADACHE,MS,37354.584058395485,5568.000593233378
314 - ABDOMINAL PAIN,NE,30628.457540691466,11597.878359990906
317 - BACK PAIN,WA,38225.807470453765,5731.32694370127
317 - BACK PAIN,CT,11368.454110248207,14847.767786527933
315 - HEADACHE,CT,44711.1587724411,9718.633873520848
316 - FEVER,VA,31207.797878382637,11347.671096517644
313 - CHEST PAIN,FL,10707.976710166873,4420.819009698034
316 - FEVER,MO,25786.634189258075,6007.871760498834
315 - HEADACHE,MN,43015.628203966015,4676.887914772252
317 - BACK PAIN,MD,45390.298705392204,7682.048583260677
316 - FEVER,RI,16909.227724944267,6409.630370464782
317 - BACK PAIN,ME,37006.96211197039,11795.067115566831
313 - CHEST PAIN,NY,9499.33613676995,4304.507755537814
317 - BACK PAIN,RI,6509.564213547102,12024.71242140442
317 - BACK PAIN,NM,30217.952921897424,3548.45789566305
314 - ABDOMINAL PAIN,UT,36267.24106976566,5424.214047868709
314 - ABDOMINAL PAIN,OH,40810.40290294259,12503.579903575235
314 - ABDOMINAL PAIN,HI,20309.73073049006,11913.31969329474
317 - BACK PAIN,RI,5293.643469299915,8715.91336702636
315 - HEADACHE,IL,26578.36567001092,3599.7925809306216
317 - BACK PAIN,NM,5713.409541810514,10318.724900031593
315 - HEADACHE,NV,9139.302980185998,7880.689247689181
315 - HEADACHE,SD,19701.006013928676,6798.337802375638
314 - ABDOMINAL PAIN,GA,24672.742230207972,10684.92764191841
316 - FEVER,MI,17576.124855334187,8239.374746420715
313 - CHEST PAIN,IL,31183.936992711853,4109.053205438144
314 - ABDOMINAL PAIN,NJ,7490.740514814283,13991.405646148132
314 - ABDOMINAL PAIN,OH,11506.086960781311,12341.917193440548
316 - FEVER,VT,36286.62803399451,3676.538295486629
313 - CHEST PAIN,KS,11396.338411906298,9300.766442288346
317 - BACK PAIN,AK,33789.88407066901,4000.5307547835396
317 - BACK PAIN,SD,7460.807933901449,13047.47830870182
314 - ABDOMINAL PAIN,VA,23332.20256036132,10356.167532623662
313 - CHEST PAIN,ME,12983.426155453206,5069.389602876821
314 - ABDOMINAL PAIN,AZ,9933.63271408339,3248.896113674409
315 - HEADACHE,DE,30516.47525755524,3378.9721457570477
314 - ABDOMINAL PAIN,VT,46775.10974025298,9088.385664777958
314 - ABDOMINAL PAIN,ME,7465.417156559697,11812.481744121285
317 - BACK PAIN,VA,23969.94116981154,4450.08541600751
317 - BACK PAIN,SC,36839.09469854497,5655.408790979491
317 - BACK PAIN,RI,25820.952425952215,6927.119342034388
315 - HEADACHE,OH,41292.31757473604,5616.921384733836
317 - BACK PAIN,VA,13084.039213885926,7696.038752245904
313 - CHEST PAIN,NY,48181.739226248326,9715.380069180914
316 - FEVER,ID,22332.318249764325,11219.24097889571
313 - CHEST PAIN,CA,20370.63348249238,14565.302186486742
313 - CHEST PAIN,ME,44357.26075264246,14170.124036198335
317 - BACK PAIN,CA,30374.016435129495,9841.523697946974
316 - FEVER,AZ,28239.995385626968,11809.800677476256
316 - FEVER,OK,37714.00637877939,14410.466455505135
316 - FEVER,NJ,31092.540722649068,4001.6633344968577
315 - HEADACHE,MO,12313.20401407019,3067.61711833715
317 - BACK PAIN,MN,35338.89302892184,3357.597164754999
316 - FEVER,AK,11006.099567695781,9760.192348475566
315 - HEADACHE,VA,41263.596740032786,12154.00110363041
314 - ABDOMINAL PAIN,CT,49538.1468970522,7404.899408940415
314 - ABDOMINAL PAIN,UT,21982.443123864934,9542.870096731423
315 - HEADACHE,MT,25014.015419090563,9196.395822582443
315 - HEADACHE,MI,7089.514496726553,4137.250699104235
317 - BACK PAIN,KY,5617.993463716023,6859.059170688588
317 - BACK PAIN,NY,46463.87006943474,3233.2218621876236
314 - ABDOMINAL PAIN,IA,10788.082719763643,4328.468265678131
316 - FEVER,SD,25060.043640176165,12742.298674917334
314 - ABDOMINAL PAIN,NH,41690.95807350027,12952.961966979827
316 - FEVER,NC,45019.34419677438,12623.355840540837
316 - FEVER,NH,28372.895837756045,11721.823691426838
317 - BACK PAIN,AZ,30426.46362391774,12519.754156798821
313 - CHEST PAIN,GA,35135.77876084726,11051.78809523422
313 - CHEST PAIN,WA,48262.21115646719,11038.000065795462
315 - HEADACHE,MN,32120.148242502728,11008.341569901695
317 - BACK PAIN,NC,30176.38667553558,9168.51347613845
316 - FEVER,CO,5654.0360869695805,7360.166801578133
313 - CHEST PAIN,MS,8642.736591006023,11762.34319393866
316 - FEVER,CO,30972.72319807983,6583.752163040899
313 - CHEST PAIN,UT,47130.81745132415,9514.82557773143
313 - CHEST PAIN,NC,44001.11067797278,8200.267442614575
313 - CHEST PAIN,HI,49216.05153464921,6319.467325124413
317 - BACK PAIN,SD,28752.53169025733,14696.27904542956
314 - ABDOMINAL PAIN,KS,40456.89222969951,6105.019742421833
316 - FEVER,DE,42818.01491702032,6711.51676467636
317 - BACK PAIN,NJ,34161.42457988878,4939.050021096818
317 - BACK PAIN,WI,20243.745689652824,12875.767503771485
317 - BACK PAIN,AZ,26149.02955960075,10039.072806653872
317 - BACK PAIN,MD,43606.26825096055,10356.471077668628
317 - BACK PAIN,HI,18434.65666919738,12846.736941589174
315 - HEADACHE,NH,46568.44090699918,7115.0359035585525
316 - FEVER,NJ,15341.28536401993,5323.6011045625655
317 - BACK PAIN,KS,38728.23868205513,5380.864367926848
316 - FEVER,OR,33375.16554555822,11791.437857547113
315 - HEADACHE,CT,38731.9748504343,10369.38185354937
315 - HEADACHE,IL,24680.640759466765,5476.066542985067
316 - FEVER,WI,46968.84781492931,4740.7847356850825
313 - CHEST PAIN,SC,33461.24910851648,4448.247661943673
314 - ABDOMINAL PAIN,IN,17973.311204941536,10533.583772436454
313 - CHEST PAIN,NJ,33730.478179346464,3001.4237389302
313 - CHEST PAIN,MD,17906.7086243164,3219.8321112425247
313 - CHEST PAIN,AZ,18213.457629194338,7674.637627513143
317 - BACK PAIN,FL,22981.933022939054,11296.198371313949
315 - HEADACHE,FL,43359.36879061035,11340.472517968847
313 - CHEST PAIN,MA,27513.40434772964,8161.419283292287
315 - HEADACHE,WI,35550.53790035933,11292.883279254835
316 - FEVER,CA,22638.548312350835,9253.154154961505
314 - ABDOMINAL PAIN,MI,16862.244791309666,14723.177001567783
316 - FEVER,AZ,47958.807232230414,4949.5225660419965
316 - FEVER,WA,32161.156120537817,10208.007212467268
317 - BACK PAIN,FL,47027.81023622232,8894.865311412043
314 - ABDOMINAL PAIN,MS,14153.585098924177,5333.596135892332
316 - FEVER,KY,11610.237376081974,11999.885185700441
316 - FEVER,IN,43512.03082057567,6306.096239183943
314 - ABDOMINAL PAIN,AZ,35641.274567776316,7580.517829122499
314 - ABDOMINAL PAIN,WY,13396.03246641386,7497.966835050361
316 - FEVER,GA,17121.1865298592,5930.453678255386
314 - ABDOMINAL PAIN,IA,41029.877368639005,8168.463980380862
316 - FEVER,IN,25424.087899817125,8680.15057113142
316 - FEVER,DE,35174.32279277409,11930.66007371169
317 - BACK PAIN,KS,19325.84099612049,12180.822892524446
313 - CHEST PAIN,DE,22155.34787486945,4902.671619499944
316 - FEVER,SC,49582.065138039725,10113.267591930384
315 - HEADACHE,OK,16142.768922862333,13754.373579352747
313 - CHEST PAIN,TX,27790.536966643132,4305.4393066147295
313 - CHEST PAIN,MN,42998.10544357395,8674.968534409662
313 - CHEST PAIN,MO,15765.044614963608,12004.237468900114
317 - BACK PAIN,AZ,23684.61905079488,10337.89601258812
316 - FEVER,RI,32679.107931649472,4207.0278791594865
317 - BACK PAIN,VA,26653.466816379612,7759.273504211668
316 - FEVER,AL,25677.601995664285,9086.873978602369
317 - BACK PAIN,HI,21312.937909495562,14950.147220595274
317 - BACK PAIN,VT,31399.08474987163,5143.294911883833
315 - HEADACHE,KY,33096.77140656246,14789.08520592135
317 - BACK PAIN,WV,34398.02934056132,7513.797410753326
314 - ABDOMINAL PAIN,FL,8166.564855771319,5403.845832885856
315 - HEADACHE,AZ,33396.5379070422,7969.308985487952
317 - BACK PAIN,MT,47895.673045155476,10367.941488417806
313 - CHEST PAIN,CA,29344.380598763764,5561.968726931951
314 - ABDOMINAL PAIN,IL,37187.01871291599,6497.268999625533
314 - ABDOMINAL PAIN,MT,30052.9538491648,13254.558020823477
314 - ABDOMINAL PAIN,LA,43463.327836639044,14988.113540026414
315 - HEADACHE,NE,46831.2392568906,6818.072297981117
317 - BACK PAIN,WV,13289.895468336168,4786.281647399283
317 - BACK PAIN,WY,24658.701645070694,12518.049839928499
313 - CHEST PAIN,IA,22657.194541972458,10205.468247301742
313 - CHEST PAIN,TX,23234.68054846754,4204.8137205072135
314 - ABDOMINAL PAIN,PA,10648.588155254416,14361.257777232251
313 - CHEST PAIN,MS,41612.70766913237,3936.594340798704
315 - HEADACHE,VT,6609.480935672086,10504.276819603694
317 - BACK PAIN,CT,28770.19734772206,8087.247070722978
314 - ABDOMINAL PAIN,WI,34784.5274620111,9679.48701887923
313 - CHEST PAIN,CO,14336.124712649473,5558.570347921734
315 - HEADACHE,VT,45763.2586444458,11257.324791007819
315 - HEADACHE,MT,42734.714316115686,14516.636269600076
313 - CHEST PAIN,ME,26198.76782677664,8501.110488538987
317 - BACK PAIN,IN,23501.701955306242,9275.499330818726
313 - CHEST PAIN,VT,15645.556634499502,5877.740046826575
314 - ABDOMINAL PAIN,IA,37849.69510902336,13702.415805012974
313 - CHEST PAIN,NH,10928.470983438387,14654.092861679499
315 - HEADACHE,ME,35610.69892297024,12435.562621032652
313 - CHEST PAIN,NH,42910.56437532861,9513.282025917648
317 - BACK PAIN,NV,15281.220916266067,14481.561894103568
316 - FEVER,NC,43989.23313044403,4846.200664407322
313 - CHEST PAIN,WI,6499.54397477788,8741.890318742622
317 - BACK PAIN,GA,46075.432342393644,9451.268480716957
317 - BACK PAIN,TN,10326.30025330841,8902.997037028521
315 - HEADACHE,NC,34059.163007211464,12629.019446144439
317 - BACK PAIN,MA,16253.711101127381,11044.83469219637
317 - BACK PAIN,NH,42644.85760263262,4519.90159101914
317 - BACK PAIN,OH,28053.516241195994,7157.415688116725
317 - BACK PAIN,CA,11085.853606092562,7068.922180642636
314 - ABDOMINAL PAIN,WV,30694.62070966903,9787.586313515145
314 - ABDOMINAL PAIN,OK,23354.71745886424,6497.501011894763
315 - HEADACHE,WY,34765.15174758955,4407.261234646927
313 - CHEST PAIN,AZ,44685.647814355674,10844.191987885624
317 - BACK PAIN,NE,23422.51090325383,13212.44326242027
313 - CHEST PAIN,FL,18044.630579023684,14179.297145591087
313 - CHEST PAIN,CT,5653.179253742396,14670.94101191371
315 - HEADACHE,KY,30867.75670369437,12373.402154508169
317 - BACK PAIN,MO,23102.364534414508,4676.429139502826
317 - BACK PAIN,WY,21859.21485566729,13237.341890840695
316 - FEVER,SD,13232.089457789563,7799.520880589687
313 - CHEST PAIN,NM,24352.490533607343,11758.935765508364
313 - CHEST PAIN,WA,49299.88791125157,9375.21605953003
314 - ABDOMINAL PAIN,IN,18398.936915250997,12943.273603785405
316 - FEVER,CO,31986.698603364508,8106.068794076264
314 - ABDOMINAL PAIN,MT,39941.909659205005,3741.5257288802495
314 - ABDOMINAL PAIN,MA,38712.10204294392,9681.88453058965
314 - ABDOMINAL PAIN,ME,19794.842937166584,5055.486656012078
315 - HEADACHE,WI,32488.703758258267,14586.211588235072
315 - HEADACHE,ME,44206.91083715708,9323.556789905899
314 - ABDOMINAL PAIN,AK,5695.134247988508,9642.705526047126
316 - FEVER,HI,24608.046057948843,13887.188553777813
313 - CHEST PAIN,WA,15092.303820885738,10495.022941814099
316 - FEVER,CA,22488.453067947754,6632.752526276487
317 - BACK PAIN,WI,23719.532358885874,6553.135402960454
315 - HEADACHE,IL,38600.193415398666,9018.943798877473
313 - CHEST PAIN,WI,9221.984257794942,13399.298747149907
313 - CHEST PAIN,IN,28066.27564096297,12536.752088835343
317 - BACK PAIN,CA,30388.76563094354,14552.887032682138
317 - BACK PAIN,WI,27237.092159831198,3862.6334742264435
314 - ABDOMINAL PAIN,ID,37934.2963878224,6219.912827572063
315 - HEADACHE,MD,22270.606515808133,3962.492493764712
315 - HEADACHE,OR,47523.51786380343,12012.950326829236
316 - FEVER,SD,26681.15491425236,4690.004269804604
314 - ABDOMINAL PAIN,NE,30704.62593266589,4198.635815971281
314 - ABDOMINAL PAIN,WV,42148.88705060373,9740.06648519469
314 - ABDOMINAL PAIN,IA,17385.62476690051,7937.816545429901
314 - ABDOMINAL PAIN,WA,8384.09129432611,11581.216065149605
315 - HEADACHE,VA,36850.27902631171,8844.184700403275
315 - HEADACHE,MO,26735.53349967704,8104.015151285433
314 - ABDOMINAL PAIN,TX,45342.69129315476,8106.005384963651
316 - FEVER,AL,49220.602192509534,13462.516564786256
313 - CHEST PAIN,VT,22959.920775862814,7742.7078086695965
313 - CHEST PAIN,MN,23694.755731684738,7000.765533235602
316 - FEVER,MS,23358.31709925769,7062.420924272752
314 - ABDOMINAL PAIN,MD,19604.934937891674,5359.209561778684
315 - HEADACHE,ME,40175.91939948789,13328.266206887874
313 - CHEST PAIN,IL,39154.80931208275,4759.569780330979
317 - BACK PAIN,NH,26539.019174773617,13903.328853595263
317 - BACK PAIN,NH,7009.7547370504435,6401.612662932075
316 - FEVER,OH,18930.168568088302,13793.121866086161
314 - ABDOMINAL PAIN,MD,18153.637094967686,12489.847881774926
313 - CHEST PAIN,NH,41498.92607901163,9983.850251404303
314 - ABDOMINAL PAIN,AZ,8940.900803727862,11033.64004702319
313 - CHEST PAIN,RI,41255.392056921686,6910.129089899132
316 - FEVER,NE,35113.264348961435,9890.743371931949
316 - FEVER,OR,37959.865660870215,6508.834808720365
317 - BACK PAIN,OK,24449.593441326055,7827.27376668554
314 - ABDOMINAL PAIN,OR,35587.66082007912,12175.950662750936
317 - BACK PAIN,TN,32406.302511811213,5927.190765722595
314 - ABDOMINAL PAIN,KY,39604.10878528833,13066.152190050452
317 - BACK PAIN,SC,25104.642551071345,7510.594243979958
315 - HEADACHE,IN,26277.15312033361,9386.03953027417
315 - HEADACHE,MS,33960.930023291905,14303.52585075448
315 - HEADACHE,MN,9863.487214987474,11175.067562242497
315 - HEADACHE,KY,24631.00017639428,10747.249354135529
313 - CHEST PAIN,NH,48737.78803669125,11539.29273126035
315 - HEADACHE,WY,6689.8544027020525,14017.336065126738
316 - FEVER,OR,19220.212528987722,5982.16451065813
316 - FEVER,WA,19134.94185902168,10358.894469592062
313 - CHEST PAIN,WV,33505.88536560976,7804.726252603828
315 - HEADACHE,FL,9761.016174086297,3142.263518522927
315 - HEADACHE,VA,33284.481389548746,4503.6107568733105
315 - HEADACHE,MN,9276.810829322874,6899.90274316306
317 - BACK PAIN,MI,9272.914133824896,9779.99965418299
314 - ABDOMINAL PAIN,NE,37768.251073481704,13577.697320355259
317 - BACK PAIN,TN,19586.082822475837,12493.369418417275
314 - ABDOMINAL PAIN,MI,48984.03264711865,9640.004069073246
315 - HEADACHE,MT,6680.882139599972,3886.4450148896112
315 - HEADACHE,TX,25029.799867309735,6430.875484739743
317 - BACK PAIN,AL,10091.117195331062,7400.503774706926
317 - BACK PAIN,CT,20812.05350411489,10460.606222446111
314 - ABDOMINAL PAIN,MS,49920.01027740727,3779.0834757580933
316 - FEVER,MS,44997.91302823393,9362.32265400568
314 - ABDOMINAL PAIN,VT,7174.598398492861,13817.574913736487
317 - BACK PAIN,VT,30346.512972155753,11465.192348368835
317 - BACK PAIN,MS,34152.00371709961,12564.921678753077
313 - CHEST PAIN,NC,14429.058077755655,11180.107780308881
317 - BACK PAIN,NM,11529.75080284026,5479.069346071106
313 - CHEST PAIN,IN,45697.151059948555,4325.8058407922235
316 - FEVER,VT,48596.73986675195,12953.888076058907
314 - ABDOMINAL PAIN,ME,49635.17857938388,11346.053232186341
314 - ABDOMINAL PAIN,MS,40539.27981805855,9900.738705796419
313 - CHEST PAIN,KS,34857.59312323657,5271.394379618952
314 - ABDOMINAL PAIN,OH,20557.861348684906,10240.139583741042
317 - BACK PAIN,MI,12712.92405461386,3375.8614226659174
315 - HEADACHE,SD,8554.126971480426,4426.069612727513
313 - CHEST PAIN,MS,36198.38608481714,6742.681797653095
314 - ABDOMINAL PAIN,NV,40312.55368307112,8324.859328933973
313 - CHEST PAIN,WA,42190.414360474104,4446.773949864004
313 - CHEST PAIN,VA,46119.42514867094,4439.28220629043
315 - HEADACHE,ME,44596.83036372681,11710.723927003626
317 - BACK PAIN,MO,49988.357251614165,9836.632878401828
313 - CHEST PAIN,WI,15982.880493526307,9404.90376933198
314 - ABDOMINAL PAIN,TN,39348.842684549476,8429.213941410599
316 - FEVER,UT,31390.678056865894,14718.517276134766
313 - CHEST PAIN,DE,16756.030960411208,3597.6033947325213
313 - CHEST PAIN,CA,49185.73950291242,5167.5261139389295
315 - HEADACHE,WY,45405.41471484135,10770.093088814847
317 - BACK PAIN,MA,10783.20507998524,4636.387846214896
316 - FEVER,NV,6177.1254045538935,10072.571256110085
314 - ABDOMINAL PAIN,CT,35974.88430497046,9813.13470577296
316 - FEVER,NV,32185.87829854408,14652.062203675703
314 - ABDOMINAL PAIN,GA,47111.703085001565,13600.637844588267
317 - BACK PAIN,WA,15530.237922216642,14346.640125209431
314 - ABDOMINAL PAIN,NY,8797.457655274417,4363.228433687756
315 - HEADACHE,MI,16664.69001973939,13417.781247050265
315 - HEADACHE,NE,5851.743823015855,4549.0879407396715
315 - HEADACHE,TN,6615.173803501959,10595.186142527868
315 - HEADACHE,WY,46168.60126643418,11640.937928136027
316 - FEVER,WA,20840.746212584523,4930.24197779143
317 - BACK PAIN,IN,23486.40504543563,10591.912511154476
